FIR_No,PS_Name,Latitude,Longitude
912,MAURYA ENCLAVE,28.71213,77.13797
1173,MAURYA ENCLAVE,28.70914,77.13566
1233,MAURYA ENCLAVE,28.70875,77.13523
121,MAYA PURI,28.62466,77.11924
245,MAYA PURI,28.62701,77.12288
362,MAYA PURI,28.62779,77.12202
374,MAYA PURI,28.62313,77.11792
412,MAYA PURI,28.62880,77.12203
428,MAYA PURI,28.63554,77.12806
540,MAYA PURI,28.61211,77.10429
81,MAYUR VIHAR,28.59576,77.30347
183,MAYUR VIHAR,28.59636,77.29290
347,MAYUR VIHAR,28.60653,77.30987
407,MAYUR VIHAR,28.60178,77.30288
422,MAYUR VIHAR,28.61324,77.28343
467,MAYUR VIHAR,28.58452,77.29393
785,MAYUR VIHAR,28.59526,77.29308
817,MAYUR VIHAR,28.60255,77.31319
3,MEHRAULI,28.50935,77.17954
138,MEHRAULI,28.50396,77.17230
357,MEHRAULI,28.53648,77.10201
377,MEHRAULI,28.51183,77.18410
422,MEHRAULI,28.50414,77.17608
485,MEHRAULI,28.50553,77.17132
632,MEHRAULI,28.50088,77.18153
730,MEHRAULI,28.48394,77.16039
190,MEHRAULI,28.52285,77.18986
406,MEHRAULI,28.49948,77.18497
1,MODEL TOWN,28.71191,77.19091
257,MODEL TOWN,28.69926,77.18496
91,MOHAN GARDEN,28.62024,77.04141
159,MOHAN GARDEN,28.62019,77.04548
80,MOTI NAGAR,28.66999,77.16161
85,MOTI NAGAR,28.66922,77.16381
129,MOTI NAGAR,28.66631,77.17059
434,MOTI NAGAR,28.65610,77.15093
330,MOTI NAGAR,28.65315,77.13279
336,MOTI NAGAR,28.66816,77.13636
473,MOTI NAGAR,28.65975,77.14076
499,MOTI NAGAR,28.65276,77.13185
613,MOTI NAGAR,28.66677,77.16919
629,MOTI NAGAR,28.65518,77.15223
688,MOTI NAGAR,28.66781,77.16684
735,MOTI NAGAR,28.66486,77.14806
323,MUKHERJI NAGAR,28.72590,77.19789
545,MUKHERJI NAGAR,28.70215,77.19520
556,MUKHERJI NAGAR,28.70400,77.21106
715,MUNDKA,28.68514,76.99600
1002,MUNDKA,28.68512,77.00077
1068,MUNDKA,28.68234,77.02974
1082,MUNDKA,28.68401,77.03780
1093,MUNDKA,28.63247,77.08494
1129,MUNDKA,28.66356,77.01131
1131,MUNDKA,28.68294,77.02316
145,Mundka,28.686976,76.975117
204,Mundka,28.685187,76.997294
356,Mundka,28.685577,76.992657
358,Mundka,28.683865,77.010527
579,Mundka,28.682095,76.96687
632,Mundka,28.671734,76.96069
682,Mundka,,
714,Mundka,28.684917,76.999224
756,Mundka,28.68341,77.015788
843,Mundka,28.688098,76.964026
935,Mundka,28.685742,76.988862
952,Mundka,28.683028,77.020479
957,Mundka,28.682298,77.031778
87,NABI KARIM,28.65440,77.21703
124,NABI KARIM,28.65523,77.21595
159,NAJAFGARH,28.62019,77.04548
167,NAJAFGARH,28.61720,77.00405
185,NAJAFGARH,28.61421,76.97491
222,NAJAFGARH,28.60962,77.00397
228,NAJAFGARH,28.61573,76.98372
276,NAJAFGARH,28.61076,76.98054
327,NAJAFGARH,28.61165,76.97810
386,NAJAFGARH,28.61168,76.97886
497,NAJAFGARH,28.61235,76.98769
561,NAJAFGARH,28.60735,76.98581
566,NAJAFGARH,28.61602,76.98373
599,NAJAFGARH,28.61549,76.98242
589,NAJAFGARH,28.619964,77.018028
92,NAND NAGRI,28.69894,77.30609
130,NAND NAGRI,28.69438,77.30885
227,NAND NAGRI,28.69798,77.31339
448,NAND NAGRI,28.69230,77.31640
517,NAND NAGRI,28.69762,77.31612
619,NAND NAGRI,28.69779,77.31765
656,NAND NAGRI,28.69794,77.31133
633,NANGLOI,28.68187,77.07290
702,NANGLOI,28.68217,77.06020
744,NANGLOI,28.68229,77.04549
786,NANGLOI,28.68476,77.04671
789,NANGLOI,28.68218,77.04470
122,Nangloi,28.682276,77.045145
132,Nangloi,28.676834,77.063132
389,Nangloi,28.68209,77.063993
435,Nangloi,28.682101,77.070204
500,NARAINA,28.60771,77.14090
502,NARAINA,28.64056,77.14468
599,NARAINA,28.61456,77.13624
628,NARAINA,28.62185,77.13599
576,Naraina,28.610695,77.138518
30,Naraina,28.626615,77.134102
293,NARAINA,28.621574,77.136199
453,Naraina,28.608622,77.140539
23,NARELA (IND. AREA),28.83337,77.10883
93,NARELA (IND. AREA),28.69306,77.06739
104,NARELA (IND. AREA),28.77027,77.12638
117,NARELA (IND. AREA),28.77059,77.10889
133,NARELA (IND. AREA),28.82529,77.08346
283,NARELA (IND. AREA),28.84048,77.10078
301,NARELA (IND. AREA),28.84154,77.11194
359,NARELA (IND. AREA),28.84157,77.12683
487,NARELA (IND. AREA),28.81772,77.10257
53,NARELA (IND. AREA),28.85838,77.08770
60,NARELA (IND. AREA),28.81981,77.06372
130,NARELA (IND. AREA),28.81811,77.06374
170,NARELA (IND. AREA),28.84379,77.08944
657,NARELA (IND. AREA),28.82098,77.06541
708,NARELA (IND. AREA),28.80466,77.11105
953,NARELA (IND. AREA),28.83880,77.10230
515,NARELA (IND. AREA),28.83027,77.09822
520,NARELA (IND. AREA),28.79615,77.05925
623,NARELA (IND. AREA),28.820934,77.065303
9,NARELA (OLD IND. AREA),28.85756,77.10541
21,NARELA (OLD IND. AREA),28.84592,77.10152
31,NARELA (OLD IND. AREA),28.85068,77.08768
64,NARELA (OLD IND. AREA),28.84001,77.09601
337,NARELA (OLD IND. AREA),28.82860,77.07284
393,NARELA (OLD IND. AREA),28.82940,77.04846
424,NARELA (OLD IND. AREA),28.83376,77.07736
432,NARELA (OLD IND. AREA),28.55395,76.97300
489,NARELA (OLD IND. AREA),28.83234,77.07740
492,NARELA (OLD IND. AREA),28.85493,77.08917
503,NARELA (OLD IND. AREA),28.83598,77.07937
519,NARELA (OLD IND. AREA),28.84007,77.10226
522,NARELA (OLD IND. AREA),28.84436,77.08247
228,NEB SARAI,28.50945,77.21906
213,Neb Sarai,28.502845,77.23109
14,NEW ASHOK NAGAR,28.58904,77.30203
20,NEW ASHOK NAGAR,28.59810,77.31956
25,NEW ASHOK NAGAR,28.61347,77.32532
71,NEW ASHOK NAGAR,28.61023,77.33839
198,NEW ASHOK NAGAR,28.58920,77.30110
241,NEW ASHOK NAGAR,28.61475,77.32059
417,NEW ASHOK NAGAR,28.60111,77.32670
287,New Friends Colonv,28.558221,77.268766
298,New Friends Colonv,28.560031,77.267521
341,NEW FRIENDS COLONY,28.55742,77.26949
353,NEW FRIENDS COLONY,28.55887,77.27183
406,NEW FRIENDS COLONY,28.55465,77.27169
146,NEW USHMAN PUR,28.67803,77.25800
419,NEW USHMAN PUR,28.67753,77.25789
90,NIHAL VIHAR,28.65765,77.06022
1443,NIHAL VIHAR,28.66345,77.07155
2,NihalVihar,28.662461,77.050166
10,NihalVihar,28.651158,77.071924
1159,NihalVihar,28.673977,77.060495
5,NORTH AVENUE,28.62530,77.20289
22,NORTH AVENUE,28.62480,77.20170
58,NORTH AVENUE,28.62480,77.20170
60,NORTH AVENUE,28.62480,77.20170
105,OKHLA,28.52462,77.27907
162,OKHLA,28.54914,77.26087
564,OKHLA,28.54863,77.25016
668,OKHLA,28.54054,77.27506
803,OKHLA,28.52780,77.27218
68,Okhla Ind. Area,28.528179,77.271892
95,Okhla Ind. Area,28.523807,77.279876
104,Okhla Ind. Area,28.521392,77.279876
383,PAHAR GANJ,28.65386,77.21122
465,PAHAR GANJ,28.65400,77.21638
452,Palam Village,28.589673,77.076026
9,PANDAV NAGAR,28.55054,77.21056
274,PANDAV NAGAR,28.61456,77.28225
637,PANDAV NAGAR,28.57378,77.25726
662,PANDAV NAGAR,28.61393,77.28289
667,PANDAV NAGAR,28.61287,77.29767
24,PANDAV NAGAR,28.60976,77.29577
301,PANDAV NAGAR,28.61265,77.30659
550,PANDAV NAGAR,28.61275,77.28359
1115,PASCHIM VIHAR (EAST),28.67913,77.09769
1124,PASCHIM VIHAR (EAST),28.66047,77.09195
450,PASCHIM VIHAR (WEST),28.66338,77.07858
878,PASCHIM VIHAR (WEST),28.66173,77.08337
943,PASCHIM VIHAR (WEST),28.65401,77.08859
973,PASCHIM VIHAR (WEST),28.68145,77.07867
976,PASCHIM VIHAR (WEST),28.67054,77.08062
982,PASCHIM VIHAR (WEST),28.68085,77.08442
981,PASCHIM VIHAR (WEST),28.67530,77.09397
1009,PASCHIM VIHAR (WEST),28.66981,77.08733
1054,PASCHIM VIHAR (WEST),28.67990,77.09191
1074,PaschimVihar (East),28.65001,77.08543
18,PaschimVihar (East),28.679701,77.094639
463,PaschimVihar (East),28.678711,77.102812
500,PaschimVihar (East),28.662838,77.096412
522,PaschimVihar (East),28.673313,77.096695
887,PaschimVihar (East),28.656161,77.089982
939,PaschimVihar (East),28.677076,77.09428
1000,PaschimVihar (East),28.677528,77.110047
94,PaschimVihar (West),28.679934,77.091836
436,PaschimVihar (West),28.68114,77.081184
828,PaschimVihar (West),28.669155,77.092972
9,Patel Nagar,28.65594,77.156505
63,PATPARGANJ IND. AREA,28.64729,77.31514
163,PATPARGANJ IND. AREA,28.64202,77.31593
171,PATPARGANJ IND. AREA,28.64027,77.31707
194,PATPARGANJ IND. AREA,28.64226,77.31608
303,PATPARGANJ IND. AREA,28.64557,77.31477
348,PATPARGANJ IND. AREA,28.62967,77.32482
418,PATPARGANJ IND. AREA,28.62512,77.31066
433,PATPARGANJ IND. AREA,28.65428,77.31953
503,PATPARGANJ IND. AREA,28.62396,77.31839
485,PATPARGANJ IND. AREA,28.63270,77.32391
86,PRASHANT VIHAR,28.72324,77.11774
471,PRASHANT VIHAR,28.71661,77.11419
543,PRASHANT VIHAR,28.68812,77.04562
616,PRASHANT VIHAR,28.71908,77.13419
208,PREET VIHAR,28.64348,77.28653
275,PREET VIHAR,28.63988,77.29330
328,PREET VIHAR,28.64386,77.29892
452,PREET VIHAR,28.63703,77.28524
81,PREM NAGAR,28.73917,76.98466
117,PREM NAGAR,28.69780,77.04952
510,PREM NAGAR,28.68707,77.05099
756,PREM NAGAR,28.69151,77.06159
6,PUL PRAHLAD PUR,28.50814,77.26908
392,PUL PRAHLAD PUR,28.55702,77.26968
405,PUL PRAHLAD PUR,28.50040,77.31631
431,PUL PRAHLAD PUR,28.50789,77.28511
461,PUL PRAHLAD PUR,28.51651,77.29557
502,PUL PRAHLAD PUR,28.50501,77.27777
516,PUL PRAHLAD PUR,28.49895,77.29553
20,PUL PRAHLAD PUR,28.50783,77.27055
218,PUL PRAHLAD PUR,28.50482,77.27790
352,PUL PRAHLAD PUR,28.50522,77.25977
370,PUL PRAHLAD PUR,28.50506,77.27765
508,PulPrahladPur,28.501075,77.29334
910,PUNJABI BAGH,28.67222,77.12444
911,PUNJABI BAGH,28.67270,77.13973
915,PUNJABI BAGH,28.66168,77.12939
957,PUNJABI BAGH,28.67388,77.13813
972,PUNJABI BAGH,28.66873,77.13685
990,PUNJABI BAGH,28.66717,77.117436
10,PUNJABI BAGH,28.676019,77.140924
13,PUNJABI BAGH,28.676556,77.11886
17,PUNJABI BAGH,28.672788,77.146544
25,PUNJABI BAGH,28.671541,77.156057
56,PUNJABI BAGH,28.673739,77.140258
79,PUNJABI BAGH,28.673746,77.140238
92,PUNJABI BAGH,28.666617,77.122558
131,PUNJABI BAGH,28.674907,77.129149
155,PUNJABI BAGH,28.673752,77.140292
164,PUNJABI BAGH,28.67412,77.136238
206,PUNJABI BAGH,28.677415,77.112254
250,PUNJABI BAGH,28.673788,77.139859
298,PUNJABI BAGH,,
501,PUNJABI BAGH,28.676294,77.118664
533,PUNJABI BAGH,28.673644,77.140148
581,PUNJABI BAGH,28.676611,77.118799
788,PUNJABI BAGH,28.669956,77.14144
796,PUNJABI BAGH,28.666515,77.123134
803,PUNJABI BAGH,28.676389,77.120117
836,PUNJABI BAGH,28.670171,77.128447
879,PUNJABI BAGH,28.671369,77.156311
210,R.K. PURAM,28.56994,77.18506
26,R.K. PURAM,28.57783,77.17651
389,R.K. PURAM,28.57579,77.17768
3,RAJ PARK,28.69093,77.07130
574,RAJ PARK,28.65310,77.12398
629,RAJ PARK,28.68904,77.07148
429,RAJ PARK,28.82488,76.97160
455,RAJ PARK,28.68983,77.07136
34,RAJENDER NAGAR,28.63543,77.18567
896,RAJOURI GARDEN,28.64657,77.11740
1033,RAJOURI GARDEN,28.64500,77.12707
1069,RAJOURI GARDEN,28.65382,77.10810
33,RAJOURI GARDEN,28.649861,77.125163
55,RAJOURI GARDEN,28.649283,77.125485
348,RAJOURI GARDEN,28.641566,77.10755
368,RAJOURI GARDEN,28.647296,77.118248
489,RAJOURI GARDEN,28.633387,77.131616
563,RAJOURI GARDEN,28.641386,77.107061
689,RAJOURI GARDEN,28.657652,77.127676
737,RAJOURI GARDEN,28.658825,77.128887
752,RAJOURI GARDEN,28.653198,77.132847
704,RANHOLA,28.65177,77.04126
796,RANHOLA,28.64364,77.01668
230,RANHOLA,,
113,Ranhola,28.636157,77.030358
133,RANHOLA,,
1,RANI BAGH,28.69473,77.12824
490,RANI BAGH,28.68368,77.13096
617,RANI BAGH,28.70326,77.13031
684,RANI BAGH,28.68432,77.12398
30,RANI BAGH,28.70037,77.12538
94,RANI BAGH,28.69939,77.12314
1107,RANI BAGH,28.69782,77.10036
523,RANJIT NAGAR,28.64973,77.15967
32,Ranjit Nagar,28.655722,77.151615
68,Ranjit Nagar,28.652323,77.157179
284,ROHINI NORTH,28.69575,77.10987
332,ROHINI NORTH,28.71195,77.11946
144,ROHINI SOUTH,28.70462,77.11307
384,ROHINI SOUTH,28.70228,77.09720
223,SABZI MANDI,28.66708,77.21566
295,SABZI MANDI,28.66586,77.20909
210,SAFDARJUNG ENCLAVE,28.57010,77.18569
235,SAFDARJUNG ENCLAVE,28.56949,77.20515
381,SAFDARJUNG ENCLAVE,28.56968,77.18828
80,Sagar Pur,28.608298,77.097335
35,SAKET,28.51635,77.22274
49,SAKET,28.52370,77.19421
70,SAKET,28.52785,77.22756
71,SAKET,28.52120,77.20294
156,SAKET,28.53308,77.23172
241,SAKET,28.52837,77.21504
248,SAKET,28.52085,77.20127
308,SAKET,28.52281,77.21658
377,SAKET,28.51419,77.23278
381,SAKET,28.51896,77.20971
110,SAKET,28.53068,77.22067
6,SAMAY PUR BADLI,28.85236,77.12569
54,SAMAY PUR BADLI,28.77172,77.14362
145,SAMAY PUR BADLI,28.76518,77.14551
247,SAMAY PUR BADLI,28.75285,77.14955
302,SAMAY PUR BADLI,28.75827,77.14825
357,SAMAY PUR BADLI,28.73970,77.15093
502,SAMAY PUR BADLI,28.75286,77.14953
298,SAMAY PUR BADLI,28.74531,77.13702
2,SAMAY PUR BADLI,28.74479,77.13186
48,SAMAY PUR BADLI,28.73840,77.13634
121,SAMAY PUR BADLI,28.70590,77.12860
475,SAMAY PUR BADLI,28.75517,77.14214
773,SAMAY PUR BADLI,28.74689,77.13281
779,SAMAY PUR BADLI,28.75286,77.14397
892,SAMAY PUR BADLI,28.73232,77.15165
929,SAMAY PUR BADLI,28.78129,77.14158
393,SARAI ROHILA,28.65242,77.15716
150,Sarai Rohilla,28.668765,77.165111
484,Sarai Rohilla,28.665961,77.172604
596,Sarai Rohilla,28.680075,77.185622
16,SARASWATI VIHAR(SUBHASH PLACE),28.69676,77.10779
31,SARASWATI VIHAR(SUBHASH PLACE),28.70022,77.15854
90,SARASWATI VIHAR(SUBHASH PLACE),28.68642,77.15107
552,SARASWATI VIHAR(SUBHASH PLACE),28.70022,77.15854
721,SARASWATI VIHAR(SUBHASH PLACE),28.68326,77.14633
397,SARASWATI VIHAR(SUBHASH PLACE),28.70270,77.12932
790,SARASWATI VIHAR(SUBHASH PLACE),28.69888,77.13859
890,SARASWATI VIHAR(SUBHASH PLACE),28.68339,77.13680
988,SARASWATI VIHAR(SUBHASH PLACE),28.69810,77.14042
167,SARITA VIHAR,28.49762,77.30241
214,SARITA VIHAR,28.49803,77.30130
253,SARITA VIHAR,28.49165,77.30359
321,SARITA VIHAR,28.53729,77.28454
286,SARITA VIHAR,28.53594,77.29640
428,SARITA VIHAR,28.53595,77.29280
403,Sarita Vihar,28.539613,77.293991
68,SEELAM PUR,28.67681,77.26377
218,SEELAM PUR,28.67122,77.26741
293,SEELAM PUR,28.67382,77.27018
351,SEELAM PUR,28.67378,77.27011
76,SEEMA PURI,28.67635,77.31846
196,SEEMA PURI,28.67337,77.28011
207,SEEMA PURI,28.67986,77.32525
211,SEEMA PURI,28.68122,77.32839
257,SEEMA PURI,28.68003,77.32534
553,SEEMA PURI,28.68493,77.33153
661,SEEMA PURI,28.69113,77.32772
715,SEEMA PURI,28.67298,77.24505
772,SEEMA PURI,28.68687,77.32455
67,SHAHBAD DAIRY,28.74673,77.09550
123,SHAHBAD DAIRY,28.77154,77.09189
326,SHAHBAD DAIRY,28.76088,77.05937
369,SHAHBAD DAIRY,28.76274,77.09018
386,SHAHBAD DAIRY,28.74777,77.08973
496,SHAHBAD DAIRY,28.74543,77.10984
540,SHAHBAD DAIRY,28.76034,77.06067
22,SHAHBAD DAIRY,28.73517,77.10766
585,SHAHBAD DAIRY,28.76206,77.09759
646,SHAHBAD DAIRY,28.72722,77.11432
159,SHAHDARA,28.67478,77.28800
396,SHAHDARA,28.67419,77.28234
322,Shahdara,28.673784,77.283983
212,SHAHEEN BAGH,28.54510,77.30586
194,SHAHEEN BAGH,28.54595,77.30000
326,SHAHEEN BAGH,28.56129,77.29576
159,SHAKAR PUR (NEW),28.63384,77.28219
342,SHAKAR PUR (NEW),28.61676,77.28776
487,SHAKAR PUR (NEW),28.62479,77.27537
130,SHALIMAR BAGH,28.70556,77.17212
415,SHALIMAR BAGH,28.69001,77.15047
27,SHALIMAR BAGH,28.73074,77.14966
85,SHALIMAR BAGH,28.71147,77.15191
98,SHALIMAR BAGH,28.72602,77.14312
190,SHALIMAR BAGH,28.70986,77.16918
197,SHALIMAR BAGH,28.72822,77.15336
372,SHALIMAR BAGH,28.70467,77.13163
558,SHALIMAR BAGH,28.70001,77.12343
756,SHALIMAR BAGH,28.70016,77.15789
781,SHALIMAR BAGH,28.73026,77.14874
807,SHALIMAR BAGH,28.72836,77.14596
133,SHALIMAR BAGH,28.72286,77.15141
60,SHASTRI PARK,28.66638,77.25268
218,SHASTRI PARK,28.70568,77.23308
560,SHASTRI PARK,28.70442,77.24361
3,SHASTRI PARK,28.67128,77.26888
10,SHASTRI PARK,28.66710,77.25450
76,SHASTRI PARK,28.67193,77.25931
81,SHASTRI PARK,28.67339,77.25071
106,SHASTRI PARK,28.67750,77.26135
123,SHASTRI PARK,28.68756,77.26331
177,SHASTRI PARK,28.66835,77.25925
254,SHASTRI PARK,28.68640,77.25783
391,SHASTRI PARK,28.67231,77.25745
392,SHASTRI PARK,28.67208,77.25967
462,SHASTRI PARK,28.67128,77.26923
551,SHASTRI PARK,28.67152,77.26945
554,SHASTRI PARK,28.68651,77.25730
726,SHASTRI PARK,28.67367,77.24698
757,SHASTRI PARK,28.67256,77.25646
776,SHASTRI PARK,28.68682,77.25524
3,SONIA VIHAR,28.71692,77.24285
55,SONIA VIHAR,28.72454,77.24107
263,SONIA VIHAR,28.73775,77.23500
10,SOUTH AVENUE,28.60537,77.20030
174,South Campus,28.576283,77.1773
105,SULTAN PURI,28.71733,77.07654
1057,SULTAN PURI,28.70877,77.08076
1204,SULTAN PURI,28.69814,77.07970
1375,SULTAN PURI,28.70868,77.08180
822,SULTAN PURI,28.69270,77.07261
340,SUNLIGHT COLONY,28.59052,77.26059
6,SUNLIGHT COLONY,28.57289,77.25844
24,SUNLIGHT COLONY,28.58141,77.27256
45,SUNLIGHT COLONY,28.60209,77.25449
79,SUNLIGHT COLONY,28.58050,77.26972
91,SUNLIGHT COLONY,28.58273,77.26468
190,SUNLIGHT COLONY,28.60051,77.26152
325,SUNLIGHT COLONY,28.60119,77.25457
362,SUNLIGHT COLONY,28.58048,77.26965
410,SUNLIGHT COLONY,28.60114,77.25455
411,SUNLIGHT COLONY,28.62134,77.24829
420,SUNLIGHT COLONY,28.59886,77.25536
454,SUNLIGHT COLONY,28.58701,77.25921
487,SUNLIGHT COLONY,28.65152,77.26488
496,SUNLIGHT COLONY,28.59267,77.25763
547,SUNLIGHT COLONY,28.58119,77.26958
340,SUNLIGHT COLONY,28.60064,77.26186
8,SWAROOP NAGAR,28.75819,77.14782
77,SWAROOP NAGAR,28.75400,77.15570
116,SWAROOP NAGAR,28.75852,77.14791
129,SWAROOP NAGAR,28.77415,77.14305
339,SWAROOP NAGAR,28.77232,77.15999
378,SWAROOP NAGAR,28.75862,77.14788
379,SWAROOP NAGAR,28.76516,77.14550
465,SWAROOP NAGAR,28.75283,77.14944
521,SWAROOP NAGAR,28.75541,77.15937
539,SWAROOP NAGAR,28.75566,77.16156
392,TIGRI,28.50548,77.23192
432,TIGRI,28.50926,77.23243
12,TILAK MARG,28.61069,77.23396
62,TILAK MARG,28.60972,77.23297
115,TILAK MARG,28.61847,77.24908
125,TILAK MARG,28.60950,77.23132
144,TILAK MARG,28.61770,77.24040
150,TILAK MARG,28.60810,77.22765
157,TILAK MARG,28.61945,77.23597
169,TILAK MARG,28.61495,77.22783
89,TILAK NAGAR,28.63678,77.09618
121,TILAK NAGAR,28.64566,77.08950
155,TILAK NAGAR,28.65188,77.10409
486,TILAK NAGAR,28.62976,77.07815
814,TILAK NAGAR,28.63698,77.09680
472,Tilak Nagar,28.64359,77.106886
55,TIMAR PUR,28.70496,77.22311
79,TIMAR PUR,28.70087,77.21866
240,TIMAR PUR,28.70420,77.21961
267,TIMAR PUR,28.70347,77.22735
279,TIMAR PUR,28.70347,77.22735
291,TIMAR PUR,28.70869,77.22730
302,TIMAR PUR,28.71210,77.23022
310,TIMAR PUR,28.70718,77.22243
327,TIMAR PUR,28.70279,77.22742
409,TIMAR PUR,28.71156,77.22662
72,TUGLAK ROAD,28.59968,77.23916
73,TUGLAK ROAD,28.59422,77.21538
88,UTTAM NAGAR,28.63266,77.06103
462,UTTAM NAGAR,28.62317,77.06139
661,UTTAM NAGAR,28.63292,77.06171
683,UTTAM NAGAR,28.63266,77.06116
764,UTTAM NAGAR,28.61983,77.05279
775,UTTAM NAGAR,28.63382,77.05401
878,UTTAM NAGAR,28.62148,77.05399
591,Vasant Kunj (South),28.537534,77.138664
191,VASANT KUNJ NORTH,28.54852,77.12574
334,VASANT KUNJ NORTH,28.54709,77.12427
347,VASANT KUNJ NORTH,28.55431,77.13218
302,VASANT KUNJ NORTH,28.52052,77.16341
426,VASANT KUNJ NORTH,28.55527,77.13199
115,VASANT KUNJ SOUTH,28.54444,77.12049
381,VASANT KUNJ SOUTH,28.54529,77.12111
387,VASANT KUNJ SOUTH,28.53572,77.11257
85,VASANT KUNJ SOUTH,28.53688,77.13515
157,VASANT KUNJ SOUTH,28.53775,77.13795
163,VASANT KUNJ SOUTH,28.53406,77.14240
373,VASANT KUNJ SOUTH,28.54053,77.12975
377,VASANT KUNJ SOUTH,28.52756,77.14684
73,VASANT KUNJ SOUTH,28.52853,77.10325
121,VASANT KUNJ SOUTH,28.52865,77.10332
239,VASANT KUNJ SOUTH,28.52031,77.09736
288,VASANT KUNJ SOUTH,28.51450,77.09350
376,VASANT KUNJ SOUTH,28.53578,77.11266
586,VASANT KUNJ SOUTH,28.52150,77.09846
616,VASANT KUNJ SOUTH,28.53689,77.11445
662,VASANT KUNJ SOUTH,28.53819,77.09243
37,VASANT VIHAR,28.56519,77.16374
204,VASANT VIHAR,28.55709,77.16377
326,VIJAY VIHAR,28.71758,77.09508
49,VIKAS PURI,28.63168,77.08239
54,VIKAS PURI,28.65110,77.07192
94,VIKAS PURI,28.63908,77.06113
125,VIKAS PURI,28.62787,77.07357
209,VIKAS PURI,28.62800,77.07385
388,VIKAS PURI,28.62893,77.07663
402,VIKAS PURI,28.62665,77.07031
415,VIKAS PURI,28.65191,77.08900
543,VIKAS PURI,28.64610,77.07930
585,VIKAS PURI,28.64469,77.06993
588,VIKAS PURI,28.63871,77.06109
626,VIKAS PURI,28.65192,77.08962
628,VIKAS PURI,28.64288,77.06777
660,VIKAS PURI,28.65264,77.08803
684,VIKAS PURI,28.63156,77.08245
774,VIKAS PURI,28.63174,77.06866
777,VIKAS PURI,28.63255,77.07585
612,VikasPuri,28.649408,77.08525
13,VIVEK VIHAR,28.66963,77.32247
66,VIVEK VIHAR,28.66556,77.30325
81,VIVEK VIHAR,28.66851,77.25078
108,VIVEK VIHAR,28.65940,77.31955
251,VIVEK VIHAR,28.66417,77.32041
331,VIVEK VIHAR,28.66712,77.31783
670,VIVEK VIHAR,28.68477,77.32589
421,VIVEK VIHAR,28.67611,77.31542
30,WAZIRABAD,28.71133,77.22662
521,WAZIRABAD,28.72113,77.21850
540,WAZIRABAD,28.73048,77.19841
646,WAZIRABAD,28.72099,77.21553
812,WAZIRABAD,28.72251,77.21483
818,WAZIRABAD,28.72060,77.22048
819,WAZIRABAD,28.72321,77.21697
824,WAZIRABAD,28.73848,77.21865
882,WAZIRABAD,28.72713,77.20326
834,Wazirabad,28.72822,77.19988
278,WELCOME COLONY,28.69152,77.27911
68,WELCOME COLONY,28.67246,77.27617
204,WELCOME COLONY,28.67332,77.28190
677,ZAFRABAD,28.67875,77.27293
